symbol,company,anex,acqName,date,pid,buyValue,sellValue,buyQuantity,sellquantity,secType,secAcq,tdpTransactionType,xbrl,personCategory,befAcqSharesNo,befAcqSharesPer,secVal,securitiesTypePost,afterAcqSharesNo,afterAcqSharesPer,acqfromDt,acqtoDt,intimDt,acqMode,derivativeType,exchange,remarks
OSIAHYPER,Osia Hyper Retail Limited,7(2),Naitik Gautamkumar Chopra,03-Apr-2026 16:13,1197634,0,0,0,0,Equity Shares,4500000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197634_1645780_03042026041327_WEB.xml,Promoter Group,16000,0.01,31500000,Equity Shares,16000,0.01,18-Mar-2025,18-Mar-2025,26-Feb-2026,Preferential Offer,-,NA,-
OSIAHYPER,Osia Hyper Retail Limited,7(2),Namrata Abhishek Mehta,03-Apr-2026 16:13,1197634,0,0,0,0,Equity Shares,4000000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197634_1645780_03042026041327_WEB.xml,Promoter Group,16000,0.01,28000000,Equity Shares,16000,0.01,18-Mar-2025,18-Mar-2025,26-Feb-2026,Preferential Offer,-,NA,-
OSIAHYPER,Osia Hyper Retail Limited,7(2),Namrata Abhishek Mehta,03-Apr-2026 15:41,1197632,0,0,0,0,Equity Shares,1000000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197632_1645765_03042026034130_WEB.xml,Promoter Group,16000,0.01,28000000,Equity Shares,1016000,0.63,20-Mar-2025,20-Mar-2025,26-Feb-2026,Preferential Offer,-,NA,-
OSIAHYPER,Osia Hyper Retail Limited,7(2),Naitik Gautamkumar Chopra,03-Apr-2026 15:41,1197632,0,0,0,0,Equity Shares,500000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197632_1645765_03042026034130_WEB.xml,Promoter Group,16000,0.01,14000000,Equity Shares,516000,0.32,20-Mar-2025,20-Mar-2025,26-Feb-2026,Preferential Offer,-,NA,-
OSIAHYPER,Osia Hyper Retail Limited,7(2),Kavita Dhirendrakumar Chopra,03-Apr-2026 15:41,1197632,0,0,0,0,Equity Shares,5000000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197632_1645765_03042026034130_WEB.xml,Promoters,34920000,26.23,140000000,Equity Shares,39920000,24.78,20-Mar-2025,20-Mar-2025,26-Feb-2026,Preferential Offer,-,NA,-
OSIAHYPER,Osia Hyper Retail Limited,7(2),Gautam Jasraj Chopra,03-Apr-2026 15:41,1197632,0,0,0,0,Equity Shares,500000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197632_1645765_03042026034130_WEB.xml,Promoter Group,16000,0.01,14000000,Equity Shares,516000,0.32,20-Mar-2025,20-Mar-2025,26-Feb-2026,Preferential Offer,-,NA,-
OSIAHYPER,Osia Hyper Retail Limited,7(2),Dhirendra Gautamkumar Chopra,03-Apr-2026 15:41,1197632,0,0,0,0,Equity Shares,1500000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197632_1645765_03042026034130_WEB.xml,Promoters,29106363,21.86,42000000,Equity Shares,30606363,19,20-Mar-2025,20-Mar-2025,26-Feb-2026,Preferential Offer,-,NA,-
OSIAHYPER,Osia Hyper Retail Limited,7(2),Naitik Gautamkumar Chopra,03-Apr-2026 15:34,1197630,0,0,0,0,Equity Shares,4500000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197630_1645762_03042026033430_WEB.xml,Promoter Group,516000,0.32,94500000,Equity Shares,5016000,2.83,21-Apr-2025,21-Apr-2025,26-Feb-2026,Others,-,NA,-
OSIAHYPER,Osia Hyper Retail Limited,7(2),Gautam Jasraj Chopra,03-Apr-2026 15:34,1197630,0,0,0,0,Equity Shares,500000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197630_1645762_03042026033430_WEB.xml,Promoter Group,516000,0.32,10500000,Equity Shares,1016000,0.57,21-Apr-2025,21-Apr-2025,26-Feb-2026,Others,-,NA,-
OSIAHYPER,Osia Hyper Retail Limited,7(2),NirmalaDevi Gautamkumar Chopra,03-Apr-2026 15:34,1197630,0,0,0,0,Equity Shares,1500000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197630_1645762_03042026033430_WEB.xml,Promoter Group,16000,0.01,31500000,Equity Shares,1516000,0.86,21-Apr-2025,21-Apr-2025,26-Feb-2026,Others,-,NA,-
UPL,UPL Limited,7(2),Rumi Family Private Trust,03-Apr-2026 14:45,1197627,0,0,0,0,Equity Shares,10000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197627_1645740_03042026024507_WEB.xml,Other,59407,0,6282784,Equity Shares,69407,0,02-Mar-2026,06-Mar-2026,02-Apr-2026,Market Purchase,-,NSE,-
ARROWGREEN,Arrow Greentech Limited,7(2),RISHIL PATEL,03-Apr-2026 14:38,1197626,0,0,0,0,Equity Shares,123610,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197626_1645735_03042026023831_WEB.xml,Promoter Group,399960,2.65,53547152,Equity Shares,523570,3.47,30-Mar-2026,30-Mar-2026,02-Apr-2026,Market Purchase,-,NSE,-
360ONE,360 ONE WAM LIMITED,7(2),Anshuman Maheshwary,03-Apr-2026 14:34,1197623,0,0,0,0,Equity Shares,100000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197623_1645730_03042026023415_WEB.xml,Employees/Designated Employees,155152,0.04,97740000,Equity Shares,155152,0.04,30-Mar-2026,30-Mar-2026,01-Apr-2026,Pledge Creation,-,NA,-
SEJALLTD,Sejal Glass Limited,7(2),Vedant Dhirraj Gada,03-Apr-2026 12:14,1197620,0,0,0,0,Equity Shares,125000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197620_1645705_03042026121406_WEB.xml,Promoter Group,Nil,0,0,Equity Shares,125000,1.1,27-Mar-2026,27-Mar-2026,01-Apr-2026,Inter-se-Transfer,-,NA,-
STARCEMENT,Star Cement Limited,7(2),Shraddha Agarwal,03-Apr-2026 12:05,1197618,0,0,0,0,Equity Shares,1350,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197618_1645698_03042026120504_WEB.xml,Promoter Group,1089718,0.27,273206,Equity Shares,1091068,0.27,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
WSI,W S Industries (I) Limited,7(2),P MAMATHA,03-Apr-2026 11:59,1197616,0,0,0,0,Equity Shares,842853,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197616_1645695_03042026115902_WEB.xml,Promoter Group,957854,1.26,50000000,Equity Shares,957854,1.26,31-Mar-2026,31-Mar-2026,02-Apr-2026,Pledge Creation,-,NA,-
EMBDL,Embassy Developments Limited,7(2),Maria Rajesh,03-Apr-2026 00:01,1197613,0,0,0,0,Equity Shares,30000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197613_1645671_03042026120108_WEB.xml,Employees/Designated Employees,Nil,0,1183800,Equity Shares,30000,0,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
DAMODARIND,Damodar Industries Limited,7(2),ARUN KUMAR BIYANI,02-Apr-2026 21:12,1197611,0,0,0,0,Equity Shares,2489500,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197611_1645643_02042026091203_WEB.xml,Promoters,5575000,23.93,0,Equity Shares,8064500,34.61,30-Mar-2026,30-Mar-2026,02-Apr-2026,Gift,-,NA,-
DAMODARIND,Damodar Industries Limited,7(2),ANIL D BIYANI,02-Apr-2026 21:12,1197611,0,0,0,0,Equity Shares,2489500,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197611_1645643_02042026091203_WEB.xml,Promoters,2489500,10.68,0,Equity Shares,Nil,0,30-Mar-2026,30-Mar-2026,02-Apr-2026,Gift,-,NA,-
DAMODARIND,Damodar Industries Limited,7(2),ARUN KUMAR BIYANI,02-Apr-2026 21:12,1197611,0,0,0,0,Equity Shares,50000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197611_1645643_02042026091203_WEB.xml,Promoters,5570000,23.91,126400,Equity Shares,5575000,23.93,29-Jan-2026,30-Jan-2026,02-Feb-2026,Market Purchase,-,NSE,-
BAJFINANCE,Bajaj Finance Limited,7(2),-,02-Apr-2026 20:18,1197609,0,0,0,0,,,-,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197609_1645633_02042026081816_WEB.xml,-,-,0,-,-,-,-,-,-,-,-,-,-,-
BAJFINANCE,Bajaj Finance Limited,7(2),Maharashtra Scooters Limited,02-Apr-2026 20:18,1197609,0,0,0,0,Equity Shares,270000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197609_1645633_02042026081816_WEB.xml,Promoter Group,189991600,3.05,230660568,Equity Shares,190261600,3.06,27-Mar-2026,27-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
JMFINANCIL,JM Financial Limited,7(2),Angana Gupta,02-Apr-2026 20:15,1197607,0,0,0,0,Equity Shares,5960,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197607_1645630_02042026081520_WEB.xml,Employees/Designated Employees,480,0,677116,Equity Shares,6440,0,31-Mar-2026,31-Mar-2026,01-Apr-2026,ESOP,-,NA,-
ICICIAMC,ICICI Prudential Asset Management Company Limited,7(2),ICICI Prudential Life Insurance Company Limited,02-Apr-2026 20:14,1197606,0,0,0,0,Equity Shares,19075,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197606_1645628_02042026081423_WEB.xml,Promoter Group,Nil,0,53514084,Equity Shares,19075,0,30-Mar-2026,30-Mar-2026,02-Apr-2026,Market Purchase,-,NA,-
EMBDL,Embassy Developments Limited,7(2),Mushtaq Ahmad Khan,02-Apr-2026 19:58,1197602,0,0,0,0,Equity Shares,25000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197602_1645614_02042026075857_WEB.xml,Immediate relative,Nil,0,1258960,Equity Shares,25000,0,17-Mar-2026,17-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
EMBDL,Embassy Developments Limited,7(2),Mushtaq Ahmad Khan,02-Apr-2026 19:58,1197602,0,0,0,0,Equity Shares,50000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197602_1645614_02042026075857_WEB.xml,Immediate relative,25000,0,1974000,Equity Shares,75000,0.01,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,BSE,-
EMBDL,Embassy Developments Limited,7(2),Shadaan Khan,02-Apr-2026 19:58,1197602,0,0,0,0,Equity Shares,10000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197602_1645614_02042026075857_WEB.xml,Employees/Designated Employees,20000,0,510000,Equity Shares,30000,0,19-Mar-2026,19-Mar-2026,01-Apr-2026,Market Purchase,-,BSE,-
EMBDL,Embassy Developments Limited,7(2),Shadaan Khan,02-Apr-2026 19:58,1197602,0,0,0,0,Equity Shares,10000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197602_1645614_02042026075857_WEB.xml,Employees/Designated Employees,30000,0,440000,Equity Shares,40000,0,24-Mar-2026,24-Mar-2026,01-Apr-2026,Market Purchase,-,BSE,-
EMBDL,Embassy Developments Limited,7(2),Shadaan Khan,02-Apr-2026 19:58,1197602,0,0,0,0,Equity Shares,10000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197602_1645614_02042026075857_WEB.xml,Employees/Designated Employees,40000,0,454619,Equity Shares,50000,0,25-Mar-2026,25-Mar-2026,01-Apr-2026,Market Purchase,-,BSE,-
EMBDL,Embassy Developments Limited,7(2),Shadaan Khan,02-Apr-2026 19:58,1197602,0,0,0,0,Equity Shares,50000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197602_1645614_02042026075857_WEB.xml,Employees/Designated Employees,50000,0,1974000,Equity Shares,100000,0.01,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,BSE,-
EMBDL,Embassy Developments Limited,7(2),Rajesh Kaimal,02-Apr-2026 19:58,1197602,0,0,0,0,Equity Shares,26000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197602_1645614_02042026075857_WEB.xml,Director,5000,0,1029180,Equity Shares,31000,0,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
EMBDL,Embassy Developments Limited,7(2),Vikas Khandelwal,02-Apr-2026 19:58,1197602,0,0,0,0,Equity Shares,15000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197602_1645614_02042026075857_WEB.xml,Key Managerial Personnel,100000,0.01,678750,Equity Shares,115000,0.01,18-Mar-2026,18-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
EMBDL,Embassy Developments Limited,7(2),Vikas Khandelwal,02-Apr-2026 19:58,1197602,0,0,0,0,Equity Shares,15000,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197602_1645614_02042026075857_WEB.xml,Key Managerial Personnel,115000,0.01,591900,Equity Shares,130000,0.01,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
EMBDL,Embassy Developments Limited,7(2),Embassy Property Developments Pvt. Ltd,02-Apr-2026 19:58,1197602,0,0,0,0,Equity Shares,17200000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197602_1645614_02042026075857_WEB.xml,Promoter Group,193792592,13.94,827148000,Equity Shares,193792592,13.94,20-Mar-2026,20-Mar-2026,24-Mar-2026,Pledge Creation,-,NA,-
EMBDL,Embassy Developments Limited,7(2),Embassy Property Developments Pvt. Ltd,02-Apr-2026 19:58,1197602,0,0,0,0,Equity Shares,39300000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197602_1645614_02042026075857_WEB.xml,Promoter Group,193792592,13.94,1795617000,Equity Shares,193792592,13.94,23-Mar-2026,23-Mar-2026,24-Mar-2026,Pledge Creation,-,NA,-
EMBDL,Embassy Developments Limited,7(2),Embassy Property Developments Pvt. Ltd,02-Apr-2026 19:58,1197602,0,0,0,0,Equity Shares,51700000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197602_1645614_02042026075857_WEB.xml,Promoter Group,193792592,13.94,2148135000,Equity Shares,193792592,13.94,27-Mar-2026,27-Mar-2026,01-Apr-2026,Pledge Creation,-,NA,-
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,7(2),True North Fund VI LLP,02-Apr-2026 19:09,1197600,0,0,0,0,Equity Shares,7412277,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197600_1645568_02042026070941_WEB.xml,Other,14100617,9.54,598393124,Equity Shares,6688340,4.53,30-Mar-2026,30-Mar-2026,02-Apr-2026,Off Market,-,NA,-
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,7(2),INDIA RESURGENCE FUND 2 - SCHEME 4,02-Apr-2026 19:09,1197600,0,0,0,0,Equity Shares,436616,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197600_1645568_02042026070941_WEB.xml,Promoters,5714950,3.86,27943424,Equity Shares,6151566,4.16,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,BSE,-
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,7(2),INDIA RESURGENCE FUND - SCHEME 1,02-Apr-2026 19:09,1197600,0,0,0,0,Equity Shares,1219285,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197600_1645568_02042026070941_WEB.xml,Promoters,15959432,10.79,77927553,Equity Shares,17178717,11.62,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,BSE,-
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,7(2),INDIA RESURGENCE FUND 2 - SCHEME 4,02-Apr-2026 19:09,1197600,0,0,0,0,Equity Shares,483875,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197600_1645568_02042026070941_WEB.xml,Promoters,5231075,3.54,39063229,Equity Shares,5714950,3.86,30-Mar-2026,30-Mar-2026,01-Apr-2026,Off Market,-,NA,-
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,7(2),INDIA RESURGENCE FUND 2-SCHEME 2,02-Apr-2026 19:09,1197600,0,0,0,0,Equity Shares,5577143,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197600_1645568_02042026070941_WEB.xml,Promoters,60293348,40.77,450242755,Equity Shares,65870491,44.55,30-Mar-2026,30-Mar-2026,01-Apr-2026,Off Market,-,NA,-
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,7(2),INDIA RESURGENCE FUND - SCHEME 1,02-Apr-2026 19:09,1197600,0,0,0,0,Equity Shares,1351259,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197600_1645568_02042026070941_WEB.xml,Promoters,14608173,9.88,109087140,Equity Shares,15959432,10.79,30-Mar-2026,30-Mar-2026,01-Apr-2026,Off Market,-,NA,-
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,7(2),True North Fund VI LLP,02-Apr-2026 19:09,1197600,0,0,0,0,Equity Shares,93248,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197600_1645568_02042026070941_WEB.xml,Other,93248,0.06,5298556,Equity Shares,Nil,0,30-Mar-2026,30-Mar-2026,02-Apr-2026,Market Sale,-,NSE,-
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,7(2),True North Fund VI LLP,02-Apr-2026 19:09,1197600,0,0,0,0,Equity Shares,6595092,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197600_1645568_02042026070941_WEB.xml,Other,6688340,4.53,422085700,Equity Shares,93248,0.06,30-Mar-2026,30-Mar-2026,02-Apr-2026,Market Sale,-,BSE,-
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,7(2),INDIA RESURGENCE FUND 2 - SCHEME 4,02-Apr-2026 19:09,1197600,0,0,0,0,Equity Shares,436616,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197600_1645568_02042026070941_WEB.xml,Promoters,5714950,3.86,27943424,Equity Shares,6151566,4.16,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,BSE,-
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,7(2),INDIA RESURGENCE FUND 2-SCHEME 2,02-Apr-2026 19:09,1197600,0,0,0,0,Equity Shares,5032439,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197600_1645568_02042026070941_WEB.xml,Promoters,65870491,44.55,322013694,Equity Shares,70902930,47.95,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,BSE,-
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,7(2),INDIA RESURGENCE FUND - SCHEME 1,02-Apr-2026 19:09,1197600,0,0,0,0,Equity Shares,1219285,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197600_1645568_02042026070941_WEB.xml,Promoters,15959432,10.79,77927553,Equity Shares,17178717,11.62,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,BSE,-
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,7(2),True North Fund VI LLP,02-Apr-2026 19:09,1197600,0,0,0,0,Equity Shares,7412277,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197600_1645568_02042026070941_WEB.xml,Other,14100617,9.54,598393124,Equity Shares,6688340,4.53,30-Mar-2026,30-Mar-2026,02-Apr-2026,Off Market,-,NA,-
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,7(2),INDIA RESURGENCE FUND 2-SCHEME 2,02-Apr-2026 19:09,1197600,0,0,0,0,Equity Shares,5577143,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197600_1645568_02042026070941_WEB.xml,Promoters,60293348,40.77,450242755,Equity Shares,65870491,44.55,30-Mar-2026,30-Mar-2026,01-Apr-2026,Off Market,-,NA,-
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,7(2),INDIA RESURGENCE FUND 2 - SCHEME 4,02-Apr-2026 19:09,1197600,0,0,0,0,Equity Shares,483875,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197600_1645568_02042026070941_WEB.xml,Promoters,5231075,3.54,39063229,Equity Shares,5714950,3.86,30-Mar-2026,30-Mar-2026,01-Apr-2026,Off Market,-,NA,-
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,7(2),True North Fund VI LLP,02-Apr-2026 19:09,1197600,0,0,0,0,Equity Shares,6595092,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197600_1645568_02042026070941_WEB.xml,Other,6688340,4.53,422085700,Equity Shares,93248,0.06,30-Mar-2026,30-Mar-2026,02-Apr-2026,Market Sale,-,BSE,-
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,7(2),True North Fund VI LLP,02-Apr-2026 19:09,1197600,0,0,0,0,Equity Shares,93248,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197600_1645568_02042026070941_WEB.xml,Other,93248,0.06,5298556,Equity Shares,Nil,0,30-Mar-2026,30-Mar-2026,02-Apr-2026,Market Sale,-,NSE,-
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,7(2),INDIA RESURGENCE FUND - SCHEME 1,02-Apr-2026 19:09,1197600,0,0,0,0,Equity Shares,1351259,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197600_1645568_02042026070941_WEB.xml,Promoters,14608173,9.88,109087140,Equity Shares,15959432,10.79,30-Mar-2026,30-Mar-2026,01-Apr-2026,Off Market,-,NA,-
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,7(2),INDIA RESURGENCE FUND 2-SCHEME 2,02-Apr-2026 19:09,1197600,0,0,0,0,Equity Shares,5032439,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197600_1645568_02042026070941_WEB.xml,Promoters,65870491,44.55,322013694,Equity Shares,70902930,47.95,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,BSE,-
HRHNEXT,HRH Next Services Limited,7(2),Ankit Sanjay Shah,02-Apr-2026 18:52,1197598,0,0,0,0,Equity Shares,43500,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197598_1645545_02042026065222_WEB.xml,Promoters,3544500,26.84,1237299,Equity Shares,3588000,27.17,25-Mar-2026,30-Mar-2026,01-Apr-2026,Market Purchase,-,NSE,-
CHALET,Chalet Hotels Limited,7(2),Shwetank Singh,02-Apr-2026 18:51,1197596,0,0,0,0,Equity Shares,57000,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197596_1645542_02042026065123_WEB.xml,Director,157800,0.07,39900000,Equity Shares,100800,0.05,30-Mar-2026,30-Mar-2026,01-Apr-2026,Market Sale,-,NSE,-
CHALET,Chalet Hotels Limited,7(2),Shwetank Singh,02-Apr-2026 18:51,1197596,0,0,0,0,Equity Shares,57000,Pledge Revoke,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197596_1645542_02042026065123_WEB.xml,Director,157800,0.07,39900000,Equity Shares,157800,0.07,30-Mar-2026,30-Mar-2026,01-Apr-2026,Revokation of Pledge,-,NA,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,02-Apr-2026 17:47,1197594,0,0,0,0,Equity Shares,1120,Buy,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197594_1645489_02042026054758_WEB.xml,Other,4624704,0.19,1120,Equity Shares,4625824,0.19,30-Mar-2026,30-Mar-2026,30-Mar-2026,Off Market,-,NA,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,02-Apr-2026 17:47,1197594,0,0,0,0,Equity Shares,3602,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197594_1645489_02042026054758_WEB.xml,Other,4628306,0.19,3602,Equity Shares,4624704,0.19,30-Mar-2026,30-Mar-2026,30-Mar-2026,Off Market,-,NA,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,02-Apr-2026 17:47,1197594,0,0,0,0,Equity Shares,3125,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197594_1645489_02042026054758_WEB.xml,Other,4631431,0.19,3125,Equity Shares,4628306,0.19,30-Mar-2026,30-Mar-2026,30-Mar-2026,Off Market,-,NA,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ? ESOP Plan 2016�� ��A/c,02-Apr-2026 17:47,1197594,0,0,0,0,Equity Shares,8060,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197594_1645489_02042026054758_WEB.xml,Other,4639491,0.19,8060,Equity Shares,4631431,0.19,30-Mar-2026,30-Mar-2026,30-Mar-2026,Off Market,-,NA,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,02-Apr-2026 17:47,1197594,0,0,0,0,Equity Shares,1048,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197594_1645489_02042026054758_WEB.xml,Other,4640539,0.19,1175754,Equity Shares,4639491,0.19,30-Mar-2026,30-Mar-2026,30-Mar-2026,Market Sale,-,NSE,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,02-Apr-2026 17:47,1197594,0,0,0,0,Equity Shares,122,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197594_1645489_02042026054758_WEB.xml,Other,4640661,0.19,137177,Equity Shares,4640539,0.19,30-Mar-2026,30-Mar-2026,30-Mar-2026,Market Sale,-,NSE,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ? ESOP Plan 2016�� ��A/c,02-Apr-2026 17:47,1197594,0,0,0,0,Equity Shares,24231,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197594_1645489_02042026054758_WEB.xml,Other,4664892,0.19,24231,Equity Shares,4640661,0.19,27-Mar-2026,27-Mar-2026,30-Mar-2026,Off Market,-,NA,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ?  JSWSL OPJ Samruddhi  Plan 2021 A/c,02-Apr-2026 17:47,1197594,0,0,0,0,Equity Shares,1,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197594_1645489_02042026054758_WEB.xml,Other,4664893,0.19,1136,Equity Shares,4664892,0.19,27-Mar-2026,27-Mar-2026,30-Mar-2026,Market Sale,-,NSE,-
JSWSTEEL,JSW Steel Limited,7(2),JSW Steel Employees Welfare Trust ?  OPJ ESOP Plan 2021 A/c,02-Apr-2026 17:47,1197594,0,0,0,0,Equity Shares,528,Sell,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197594_1645489_02042026054758_WEB.xml,Other,4665421,0.19,599843,Equity Shares,4664893,0.19,27-Mar-2026,27-Mar-2026,30-Mar-2026,Market Sale,-,NSE,-
MASTERTR,Master Trust Limited,7(2),HARJEET SINGH ARORA,02-Apr-2026 17:38,1197591,0,0,0,0,Equity Shares,2500000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197591_1645477_02042026053800_WEB.xml,Promoters,15868480,12.9,140850000,Equity Shares,15868480,12.9,31-Mar-2026,31-Mar-2026,02-Apr-2026,Pledge Creation,-,NA,-
MASTERTR,Master Trust Limited,7(2),RAJINDER KUMAR SINGHANIA,02-Apr-2026 17:38,1197591,0,0,0,0,Equity Shares,2500000,Pledge,https://nsearchives.nseindia.com/corporate/xbrl/IT_1197591_1645477_02042026053800_WEB.xml,Promoters,28728570,23.35,140850000,Equity Shares,28728570,23.35,31-Mar-2026,31-Mar-2026,02-Apr-2026,Pledge Creation,-,NA,-
